path,stem,title,link,slug,category_title,category_slug,source_type,length,matched_categories,preview
llm-wikid\raw\articles\生活\健康育儿\周四提醒小宝打疫苗 乙肝疫苗接下来怎么接种？你想了解的都在这了！.md,周四提醒小宝打疫苗 乙肝疫苗接下来怎么接种？你想了解的都在这了！,乙肝疫苗接下来怎么接种？你想了解的都在这了！,[[周四提醒小宝打疫苗 乙肝疫苗接下来怎么接种？你想了解的都在这了！]],周四提醒小宝打疫苗-乙肝疫苗接下来怎么接种-你想了解的都在这了,Life and Health,life_and_health,notes,1505,Life and Health,乙肝疫苗接下来怎么接种？你想了解的都在这了！ 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzU2MTAwNjE3NQ==&mid=2247490068&idx=1&sn=093f5036a5cd5efb6a4aaf26f7d3465c&chksm=fdd55e26fb45ddee4bfcada9c0bf430c7024de184a999388a17946a16ee63cd4f35
llm-wikid\raw\articles\科研\玉米遗传转化\ PBJ  - 先正达团队开发LbCas12a介导的高效玉米HI-Edit技术体系，可用于商业化品种基因编辑.md, PBJ  - 先正达团队开发LbCas12a介导的高效玉米HI-Edit技术体系，可用于商业化品种基因编辑,PBJ  | 先正达团队开发LbCas12a介导的高效玉米HI-Edit技术体系，可用于商业化品种基因编辑,[[ PBJ  - 先正达团队开发LbCas12a介导的高效玉米HI-Edit技术体系，可用于商业化品种基因编辑]],pbj-先正达团队开发lbcas12a介导的高效玉米hi-edit技术体系-可用于商业化品种基因编辑,Maize Genetic Transformation,maize_genetic_transformation,article,8588,Maize Genetic Transformation; Maize Yield and Breeding; Career and Business Ideas; Bioinformatics Analysis; Research Tools and Methods; AI for Research,PBJ  | 先正达团队开发LbCas12a介导的高效玉米HI-Edit技术体系，可用于商业化品种基因编辑 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=Mzg3MDEwNDEyMg==&mid=2247612247&idx=2&sn=562b199c4658237ed9356c161e4e035d&chksm=cf4f84bba5c03d0af16425f89fb75300e3a2
llm-wikid\raw\articles\科研\玉米遗传转化\BioRxiv重磅- AI重新设计蛋白，造出能把大片段DNA精准“装进基因组”的NovoCAST.md,BioRxiv重磅- AI重新设计蛋白，造出能把大片段DNA精准“装进基因组”的NovoCAST,BioRxiv重磅- AI重新设计蛋白，造出能把大片段DNA精准“装进基因组”的NovoCAST,[[BioRxiv重磅- AI重新设计蛋白，造出能把大片段DNA精准“装进基因组”的NovoCAST]],biorxiv重磅-ai重新设计蛋白-造出能把大片段dna精准-装进基因组-的novocast,Maize Genetic Transformation,maize_genetic_transformation,article,9340,Maize Genetic Transformation; Bioinformatics Analysis; Maize Yield and Breeding; Research Tools and Methods; AI for Research; Career and Business Ideas,公众号名称：植物基因编辑入门 作者名称：Ming 发布时间：2026-06-17 09:08 原文链接：[https://www.biorxiv.org/content/10.64898/2026.05.29.728539v1.full.pdf](https://www.biorxiv.org/content/10.64898/2026.05.29.728539v1.full.pdf) 本文转载自以下公众号: 过去十多年，CRISPR几
llm-wikid\raw\articles\科研\玉米遗传转化\玉米转化率痛点剖析 植物遗传转化与CRISPR-Cas编辑技术优化：顽拗型玉米转化攻关策略（PhD Thesis）.md,玉米转化率痛点剖析 植物遗传转化与CRISPR-Cas编辑技术优化：顽拗型玉米转化攻关策略（PhD Thesis）,植物遗传转化与CRISPR/Cas编辑技术优化：顽拗型玉米转化攻关策略（PhD Thesis）,[[玉米转化率痛点剖析 植物遗传转化与CRISPR-Cas编辑技术优化：顽拗型玉米转化攻关策略（PhD Thesis）]],玉米转化率痛点剖析-植物遗传转化与crispr-cas编辑技术优化-顽拗型玉米转化攻关策略-phd-thesis,Maize Genetic Transformation,maize_genetic_transformation,article,14511,Maize Genetic Transformation; Maize Yield and Breeding; Bioinformatics Analysis; Career and Business Ideas; Plant Phenotyping and Imaging; Plant Stress Resilience; Research Tools and Methods,植物遗传转化与CRISPR/Cas编辑技术优化：顽拗型玉米转化攻关策略（PhD Thesis） 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=Mzk0NDc0NjQxMA==&mid=2247491999&idx=2&sn=1d74a8a9bca2adae7646dfc072e69715&chksm=c26d33a8caac8e0b3787fdeff3b228dab1bbd49024
llm-wikid\raw\articles\学习AI\工具流程\2026年07月13日·内容由AI生成... Hello Quark.md,2026年07月13日·内容由AI生成... Hello Quark,Hello Quark,[[2026年07月13日·内容由AI生成... Hello Quark]],2026年07月13日-内容由ai生成-hello-quark,Maize Yield and Breeding,maize_yield_and_breeding,notes,2520,Maize Yield and Breeding; AI for Research; Career and Business Ideas; Plant Phenotyping and Imaging; Research Tools and Methods; Life and Health; Maize Genetic Transformation; Plant Stress Resilience,Hello Quark 笔记同步助手 来源 [原文链接](https://vt.quark.cn/blm/doc-preview-782/share?share_id=511c3c45960a4aba9cbbb6acc5bc358c&uc_biz_str=OPT%3AIMMERSIVE%400%7COPT%3ABACK_BTN_STYLE%400%7COPT%3ATOOLBAR_STYLE%400%7COPT%3AS_BAR_BG_CO
llm-wikid\raw\articles\科研\植物抗逆\耐光强\李家洋团队最新Cell.md,李家洋团队最新Cell,李家洋团队最新Cell,[[李家洋团队最新Cell]],李家洋团队最新cell,Maize Yield and Breeding,maize_yield_and_breeding,article,2533,Maize Yield and Breeding; Plant Stress Resilience; Research Tools and Methods,公众号名称：iNature 作者名称：高 发布时间：2026-06-18 18:54 ![[llm-wikid/raw/assets/images/8205f32606860bcf036fdeb58e803853_MD5.gif]] > iNature > > > 阳光为生命提供能量，但也会产生单线态氧（¹O₂），后者在光合作用发生的叶绿体中引起光损伤并触发信号传导和抗氧化防御通路。细胞如何感知¹O₂并瞬时启动光保护仍不清楚。 > > 
llm-wikid\raw\articles\科研\植物抗逆\耐寒\重磅！我国植物领域再发《Nature》.md,重磅！我国植物领域再发《Nature》,重磅！我国植物领域再发《Nature》,[[重磅！我国植物领域再发《Nature》]],重磅-我国植物领域再发-nature,Maize Yield and Breeding,maize_yield_and_breeding,article,4186,Maize Yield and Breeding; Research Tools and Methods; AI for Research; Bioinformatics Analysis; Plant Phenotyping and Imaging; Plant Stress Resilience,公众号名称：植物微生物最前线 作者名称：植物研究所 发布时间：2026-06-25 14:54 ![[llm-wikid/raw/assets/images/c96577d71291a09e54f744c6a7422f1e_MD5.png]] ![[llm-wikid/raw/assets/images/c367258300e7769bac3fd088a6df09f3_MD5.png]] 全球气候变化引发区域性气候异常导致作物减产甚至绝
llm-wikid\raw\articles\科研\植物抗逆\耐旱\学习抗旱叶温指标衡量抗旱标准.md,学习抗旱叶温指标衡量抗旱标准,学习抗旱叶温指标衡量抗旱标准,[[学习抗旱叶温指标衡量抗旱标准]],学习抗旱叶温指标衡量抗旱标准,Maize Yield and Breeding,maize_yield_and_breeding,article,3668,Maize Yield and Breeding; Plant Phenotyping and Imaging; AI for Research; Bioinformatics Analysis; Plant Stress Resilience; Career and Business Ideas; Maize Genetic Transformation; Research Tools and Methods,公众号名称：植物科学最前沿 作者名称： 发布时间：2025-06-19 17:18 ![[llm-wikid/raw/assets/images/c3a1e4101b886057ab0c75495ef4825d_MD5.gif]] 紫花苜蓿（Medicago sativa L.）作为全球重要的豆科牧草，在畜牧业中具有不可或缺的地位。尽管紫花苜蓿表现出较强的耐旱性，但在轻度至重度干旱胁迫下，其产量仍会显著下降（40%以上）。这种减产现象不
llm-wikid\raw\articles\科研\植物抗逆\耐盐\Science Bulletin - 万向元团队整合遗传和多组学方法挖掘玉米耐盐基因资源.md,Science Bulletin - 万向元团队整合遗传和多组学方法挖掘玉米耐盐基因资源,Science Bulletin - 万向元团队整合遗传和多组学方法挖掘玉米耐盐基因资源,[[Science Bulletin - 万向元团队整合遗传和多组学方法挖掘玉米耐盐基因资源]],science-bulletin-万向元团队整合遗传和多组学方法挖掘玉米耐盐基因资源,Maize Yield and Breeding,maize_yield_and_breeding,article,3763,Maize Yield and Breeding; Bioinformatics Analysis; Plant Stress Resilience; AI for Research; Career and Business Ideas; Maize Genetic Transformation; Plant Phenotyping and Imaging; Research Tools and Methods,公众号名称：Modern农业 MODA 作者名称：曲英玮 发布时间：2026-05-23 09:45 土壤盐渍化是当前制约农业可持续发展和粮食安全的重要环境问题。全球约有13.8亿公顷土地受到盐碱胁迫影响。玉米作为世界最大最重要的作物之一，全球种植面积超过2亿公顷，其虽对盐胁迫仅具有中等耐受性，但在盐胁迫条件下常表现出生长受阻、叶片失绿、籽粒灌浆不良和显著减产等现象，尤其在亚洲等盐渍化风险较高地区，玉米生产面临持续挑战。 ![[llm-
llm-wikid\raw\articles\科研\植物抗逆\耐高温\2026.6.29 陆镇威  探究纳米颗粒对玉米耐热、抗旱性影响与育种思考（南北学院）.md,2026.6.29 陆镇威  探究纳米颗粒对玉米耐热、抗旱性影响与育种思考（南北学院）,2026.6.29 陆镇威  探究纳米颗粒对玉米耐热、抗旱性影响与育种思考（南北学院）,[[2026.6.29 陆镇威  探究纳米颗粒对玉米耐热、抗旱性影响与育种思考（南北学院）]],2026-6-29-陆镇威-探究纳米颗粒对玉米耐热-抗旱性影响与育种思考-南北学院,Maize Yield and Breeding,maize_yield_and_breeding,notes,3286,Maize Yield and Breeding; Plant Stress Resilience; Career and Business Ideas; Bioinformatics Analysis; Plant Phenotyping and Imaging; Research Tools and Methods,公众号名称：南北学苑 作者名称：陆镇威 发布时间：2026-06-29 05:25 各位老师，大家好！我是江苏沿海地区农业科学研究所的陆镇威，今天代表育实农业组值日，我们组有范永田、高伟政、夏艳龙、易红梅、杨兴强、徐倩雅、赵自仙、高建磊、辛鑫、邱虎刚、杨剑飞、陈国立等老师。非常感谢“南北学院”这个平台给我提供了学习和交流的机会。 作为江苏沿海地区玉米育种科研人员，结合江苏沿海气候土壤特征、夏玉米生育期胁迫规律，结合本课题组纳米颗粒调控玉
llm-wikid\raw\articles\科研\植物抗逆\耐高温\水稻耐高温机制突破 Nature - 四川农业大学团队揭示水稻高温下质膜快速自我保护新机制，挖掘到高温下具有稳产效应的OsALA5稀有单倍型.md,水稻耐高温机制突破 Nature - 四川农业大学团队揭示水稻高温下质膜快速自我保护新机制，挖掘到高温下具有稳产效应的OsALA5稀有单倍型,Nature | 四川农业大学团队揭示水稻高温下质膜快速自我保护新机制，挖掘到高温下具有稳产效应的OsALA5稀有单倍型,[[水稻耐高温机制突破 Nature - 四川农业大学团队揭示水稻高温下质膜快速自我保护新机制，挖掘到高温下具有稳产效应的OsALA5稀有单倍型]],水稻耐高温机制突破-nature-四川农业大学团队揭示水稻高温下质膜快速自我保护新机制-挖掘到高温下具有稳产效应的osala5稀有单倍型,Maize Yield and Breeding,maize_yield_and_breeding,article,4846,Maize Yield and Breeding; Plant Stress Resilience; Plant Phenotyping and Imaging; Research Tools and Methods,Nature | 四川农业大学团队揭示水稻高温下质膜快速自我保护新机制，挖掘到高温下具有稳产效应的OsALA5稀有单倍型 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIyOTY2NDYyNQ==&mid=2247636375&idx=1&sn=528ce7060c2b6c1ecdb69af65b8f08ae&chksm=e96d25a3e27687e713cb5493e64a1
llm-wikid\raw\articles\科研\玉米知识体系\搞清楚什么是穗内授粉时间差 玉米果穗授粉时间差：同步协调“源-库”和“个体-群体”关系，实现收获指数和产量协同提升.md,搞清楚什么是穗内授粉时间差 玉米果穗授粉时间差：同步协调“源-库”和“个体-群体”关系，实现收获指数和产量协同提升,玉米果穗授粉时间差：同步协调“源-库”和“个体-群体”关系，实现收获指数和产量协同提升,[[搞清楚什么是穗内授粉时间差 玉米果穗授粉时间差：同步协调“源-库”和“个体-群体”关系，实现收获指数和产量协同提升]],搞清楚什么是穗内授粉时间差-玉米果穗授粉时间差-同步协调-源-库-和-个体-群体-关系-实现收获指数和产量协同提升,Maize Yield and Breeding,maize_yield_and_breeding,article,3855,Maize Yield and Breeding; AI for Research; Career and Business Ideas; Research Tools and Methods,玉米果穗授粉时间差：同步协调“源-库”和“个体-群体”关系，实现收获指数和产量协同提升 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIyOTY2NDYyNQ==&mid=2247636339&idx=1&sn=03837128c8670b262775774e372ef381&chksm=e9dbe61f8e095c69dee1f8513b8f34c5dd1a954096b515
llm-wikid\raw\articles\科研\玉米遗传转化\基因编辑创制柱头外露雄性不育材料，配合 AI 机器人完成杂交授粉 让番茄花型适配机器人授粉    Cell 报道 GEAIR 系统，实现花型设计、柱头识别和自动授粉.md,基因编辑创制柱头外露雄性不育材料，配合 AI 机器人完成杂交授粉 让番茄花型适配机器人授粉    Cell 报道 GEAIR 系统，实现花型设计、柱头识别和自动授粉,让番茄花型适配机器人授粉    Cell 报道 GEAIR 系统，实现花型设计、柱头识别和自动授粉,[[基因编辑创制柱头外露雄性不育材料，配合 AI 机器人完成杂交授粉 让番茄花型适配机器人授粉    Cell 报道 GEAIR 系统，实现花型设计、柱头识别和自动授粉]],基因编辑创制柱头外露雄性不育材料-配合-ai-机器人完成杂交授粉-让番茄花型适配机器人授粉-cell-报道-geair-系统-实现花型设计-柱头识别和自动授粉,Maize Yield and Breeding,maize_yield_and_breeding,article,9617,Maize Yield and Breeding; AI for Research; Research Tools and Methods; Career and Business Ideas; Maize Genetic Transformation; Plant Phenotyping and Imaging,让番茄花型适配机器人授粉    Cell 报道 GEAIR 系统，实现花型设计、柱头识别和自动授粉 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzYzNTg5MzIxMQ==&mid=2247489171&idx=1&sn=83fb9b196392ae0a7609463148e5e200&chksm=f141130461f36a21a9c7b3c7ffbec5b7f4cb161c
llm-wikid\raw\articles\科研\玉米遗传转化\本研究建立三重增效方案：利用精子 - 合子特异启动子驱动优化 LbCas12aV；授粉后适度热激提升酶活；Cas 融合 UBA2 结构域抵御降解。热激与 UBA 联用使 Wx1 位点平均单倍编辑....md,本研究建立三重增效方案：利用精子 - 合子特异启动子驱动优化 LbCas12aV；授粉后适度热激提升酶活；Cas 融合 UBA2 结构域抵御降解。热激与 UBA 联用使 Wx1 位点平均单倍编辑...,热激+UBA 双协同，一步直接改良优良玉米自交系，大幅缩短育种周期,[[本研究建立三重增效方案：利用精子 - 合子特异启动子驱动优化 LbCas12aV；授粉后适度热激提升酶活；Cas 融合 UBA2 结构域抵御降解。热激与 UBA 联用使 Wx1 位点平均单倍编辑...]],本研究建立三重增效方案-利用精子-合子特异启动子驱动优化-lbcas12av-授粉后适度热激提升酶活-cas-融合-uba2-结构域抵御降解-热激与-uba-联,Maize Yield and Breeding,maize_yield_and_breeding,notes,4364,Maize Yield and Breeding; Maize Genetic Transformation; Bioinformatics Analysis,热激+UBA 双协同，一步直接改良优良玉米自交系，大幅缩短育种周期 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=Mzk0NDc0NjQxMA==&mid=2247492331&idx=1&sn=51a5ad7cd2d922f54fb7c8f6c1d9e668&chksm=c2fca60903ad3ad3c1d5629cd26e65f7f57153a63891d2454287f612
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\懂育种 “矮了怕减产，密了怕倒伏，脱水快了怕穗腐”—黄淮海玉米的“增密生死局”，有解吗？.md,懂育种 “矮了怕减产，密了怕倒伏，脱水快了怕穗腐”—黄淮海玉米的“增密生死局”，有解吗？,“矮了怕减产，密了怕倒伏，脱水快了怕穗腐”—黄淮海玉米的“增密生死局”，有解吗？,[[懂育种 “矮了怕减产，密了怕倒伏，脱水快了怕穗腐”—黄淮海玉米的“增密生死局”，有解吗？]],懂育种-矮了怕减产-密了怕倒伏-脱水快了怕穗腐-黄淮海玉米的-增密生死局-有解吗,Maize Yield and Breeding,maize_yield_and_breeding,notes,6347,Maize Yield and Breeding; Plant Phenotyping and Imaging; Plant Stress Resilience; Research Tools and Methods,“矮了怕减产，密了怕倒伏，脱水快了怕穗腐”—黄淮海玉米的“增密生死局”，有解吗？ 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIzNDY2NzIwMg==&mid=2247682578&idx=1&sn=38f7ced7eb7ad7bc48dfe5a69a62bdfd&chksm=e95a71976b0b0961ac7c0010cbddf60e61928819096ec9aa1
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\玉米育种知识 玉米 种植密度（亩穗数）、穗子大小（穗粒数）、千粒重与产量→.md,玉米育种知识 玉米 种植密度（亩穗数）、穗子大小（穗粒数）、千粒重与产量→,玉米 种植密度（亩穗数）、穗子大小（穗粒数）、千粒重与产量→,[[玉米育种知识 玉米 种植密度（亩穗数）、穗子大小（穗粒数）、千粒重与产量→]],玉米育种知识-玉米-种植密度-亩穗数-穗子大小-穗粒数-千粒重与产量,Maize Yield and Breeding,maize_yield_and_breeding,notes,2352,Maize Yield and Breeding; Research Tools and Methods,玉米 种植密度（亩穗数）、穗子大小（穗粒数）、千粒重与产量→ 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIzNDUyODUxMw==&mid=2247506709&idx=1&sn=68121dec574be2ea8ab32624e25f190b&chksm=e9b5469b3b30c87aea61d6eed22cda94a29fc756c56e590849a6b139808
llm-wikid\raw\articles\科研\科研工具\高温表型工具\很强的表型工具 CornPheno 2.0：让玉米果穗考种从“数得准”走向“看得全”.md,很强的表型工具 CornPheno 2.0：让玉米果穗考种从“数得准”走向“看得全”,CornPheno 2.0：让玉米果穗考种从“数得准”走向“看得全”,[[很强的表型工具 CornPheno 2.0：让玉米果穗考种从“数得准”走向“看得全”]],很强的表型工具-cornpheno-2-0-让玉米果穗考种从-数得准-走向-看得全,Maize Yield and Breeding,maize_yield_and_breeding,notes,9515,Maize Yield and Breeding; Plant Phenotyping and Imaging; Research Tools and Methods; AI for Research; Career and Business Ideas,CornPheno 2.0：让玉米果穗考种从“数得准”走向“看得全” 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzI0Mjg5ODI1Ng==&mid=2247545960&idx=2&sn=25afe5c65783d7e0b60b22a2073334c6&chksm=e8f81f7f72f15ec21a563b51e7b13726b914fc2aadfaf8841da5b66
llm-wikid\raw\articles\科研\育种改良\AI育种\1959年的技术，为什么成了AI育种基础设施？- 种业新说.md,1959年的技术，为什么成了AI育种基础设施？- 种业新说,1959年的技术，为什么成了AI育种基础设施？- 种业新说,[[1959年的技术，为什么成了AI育种基础设施？- 种业新说]],1959年的技术-为什么成了ai育种基础设施-种业新说,Maize Yield and Breeding,maize_yield_and_breeding,notes,4748,Maize Yield and Breeding; AI for Research; Maize Genetic Transformation; Research Tools and Methods; Finance and Investment,公众号名称：智种网NOVOSEED 作者名称：智种编辑部 发布时间：2026-06-18 17:55 ![[llm-wikid/raw/assets/images/a3d181f3d0c437b46ef39cf247677683_MD5.gif]] ![[llm-wikid/raw/assets/images/b091146685ae544da04a65abd0afdad8_MD5.gif| ![]] ](https://mp.weix
llm-wikid\raw\articles\科研\育种改良\南北学苑\ 2026.7.10  毕耀  玉米选育工作中断叶套袋法实际操作简介（南北学院）.md, 2026.7.10  毕耀  玉米选育工作中断叶套袋法实际操作简介（南北学院）,2026.7.10  毕耀  玉米选育工作中断叶套袋法实际操作简介（南北学院）,[[ 2026.7.10  毕耀  玉米选育工作中断叶套袋法实际操作简介（南北学院）]],2026-7-10-毕耀-玉米选育工作中断叶套袋法实际操作简介-南北学院,Maize Yield and Breeding,maize_yield_and_breeding,notes,3825,Maize Yield and Breeding; Career and Business Ideas; Plant Stress Resilience; Research Tools and Methods,2026.7.10  毕耀  玉米选育工作中断叶套袋法实际操作简介（南北学院） 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzkzODExMjczNQ==&mid=2247495292&idx=1&sn=b36737c102c676a4ac9d108a45f2d41c&chksm=c35362bee68acb9878b5ffff9c4f8f34152128ca210b0387f9
llm-wikid\raw\articles\科研\育种改良\南北学苑\ 2026.7.5  王超  一个不太懂AI的育种家如何理解AI在育种研发中的作用及自身的角色调整（南北学院）.md, 2026.7.5  王超  一个不太懂AI的育种家如何理解AI在育种研发中的作用及自身的角色调整（南北学院）,2026.7.5  王超  一个不太懂AI的育种家如何理解AI在育种研发中的作用及自身的角色调整（南北学院）,[[ 2026.7.5  王超  一个不太懂AI的育种家如何理解AI在育种研发中的作用及自身的角色调整（南北学院）]],2026-7-5-王超-一个不太懂ai的育种家如何理解ai在育种研发中的作用及自身的角色调整-南北学院,Maize Yield and Breeding,maize_yield_and_breeding,notes,3237,Maize Yield and Breeding; AI for Research; Career and Business Ideas; Plant Phenotyping and Imaging; Maize Genetic Transformation; Research Tools and Methods,2026.7.5  王超  一个不太懂AI的育种家如何理解AI在育种研发中的作用及自身的角色调整（南北学院） 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzkzODExMjczNQ==&mid=2247495256&idx=1&sn=82ea2351ae4f4f250c45b7f102a557e0&chksm=c32558aa1af5dee6dafb2290f423825ef2e
llm-wikid\raw\articles\科研\育种改良\育种知识-病害-田间管理\玉米要高产离不开的“三遍药”.md,玉米要高产离不开的“三遍药”,玉米要高产离不开的“三遍药”,[[玉米要高产离不开的“三遍药”]],玉米要高产离不开的-三遍药,Maize Yield and Breeding,maize_yield_and_breeding,notes,2085,Maize Yield and Breeding; Plant Stress Resilience,公众号名称：玉米一家人 作者名称：请点击蓝字关注→ 发布时间：2026-06-29 04:00 玉米的高产离不开好的植保技术方案，都知道花生高产要打“三遍药”，玉米也有“三遍药”吗？都防治些什么？ 第一遍药：打好玉米田除草剂，玉米苗后除草的最佳使用期，是玉米的3-5叶期，杂草的2-4叶期，这是最安全、除草效果最好的时期，超出这个范围后，如果再除大草、小老草，喷药时一定要让草洗个澡，采取定向喷雾，避开玉米心叶，同时要避开中午高温，减少药害
llm-wikid\raw\articles\科研\育种改良\高蛋白玉米\【Nat Genetics】一石三鸟！华中农大严建兵团队发现高产、高蛋白、少施氮肥的“绿色”基因.md,【Nat Genetics】一石三鸟！华中农大严建兵团队发现高产、高蛋白、少施氮肥的“绿色”基因,【Nat Genetics】一石三鸟！华中农大严建兵团队发现高产、高蛋白、少施氮肥的“绿色”基因,[[【Nat Genetics】一石三鸟！华中农大严建兵团队发现高产、高蛋白、少施氮肥的“绿色”基因]],nat-genetics-一石三鸟-华中农大严建兵团队发现高产-高蛋白-少施氮肥的-绿色-基因,Maize Yield and Breeding,maize_yield_and_breeding,article,3939,Maize Yield and Breeding; Bioinformatics Analysis; Research Tools and Methods; AI for Research; Career and Business Ideas; Maize Genetic Transformation,公众号名称：iPlants 作者名称： 发布时间：2026-06-29 18:52 ![[llm-wikid/raw/assets/images/e6c7f0702f9f0b01ec77e627553fbd33_MD5.jpg]] ![[llm-wikid/raw/assets/images/07774720accb7c1841424ca23b7465e2_MD5.jpg]] 玉米是我国种植面积最大、产量最高的农作物，也是饲料的绝对主力
llm-wikid\raw\articles\科研\科研工具\高温表型工具\ 不同作物光合特性差异可视化：荧光成像实测案例合集.md, 不同作物光合特性差异可视化：荧光成像实测案例合集,不同作物光合特性差异可视化：荧光成像实测案例合集,[[ 不同作物光合特性差异可视化：荧光成像实测案例合集]],不同作物光合特性差异可视化-荧光成像实测案例合集,Plant Phenotyping and Imaging,plant_phenotyping_and_imaging,notes,4212,Plant Phenotyping and Imaging; Maize Yield and Breeding; Life and Health; Plant Stress Resilience; Research Tools and Methods,不同作物光合特性差异可视化：荧光成像实测案例合集 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzUzNzczODE4Mg==&mid=2247614188&idx=1&sn=6a041c5ebbeec106bee7b19851f41c49&chksm=fbf766b3c430477f1acfde6b862326049dd46a2fdc697b0c5a3f7d88191ae30fc
llm-wikid\raw\articles\科研\科研工具\高温表型工具\ 根系研究丨打破“看不清、测不准”桎梏，全自动开启三维表型新时代.md, 根系研究丨打破“看不清、测不准”桎梏，全自动开启三维表型新时代,根系研究丨打破“看不清、测不准”桎梏，全自动开启三维表型新时代,[[ 根系研究丨打破“看不清、测不准”桎梏，全自动开启三维表型新时代]],根系研究丨打破-看不清-测不准-桎梏-全自动开启三维表型新时代,Plant Phenotyping and Imaging,plant_phenotyping_and_imaging,notes,7560,Plant Phenotyping and Imaging; AI for Research; Maize Yield and Breeding; Research Tools and Methods,根系研究丨打破“看不清、测不准”桎梏，全自动开启三维表型新时代 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzI0Mjg5ODI1Ng==&mid=2247545997&idx=2&sn=2c9cbd97e9e9f95102658110b138a3be&chksm=e8b9208711ae11a0ec30a615d873fd53b57e6fc4c4879d889a4814b9c2
llm-wikid\raw\articles\科研\科研工具\高温表型工具\基于多光谱成像与分光光度法的植物生理特征提取—聚焦狭花柱属植物研究空白的系统综述.md,基于多光谱成像与分光光度法的植物生理特征提取—聚焦狭花柱属植物研究空白的系统综述,基于多光谱成像与分光光度法的植物生理特征提取—聚焦狭花柱属植物研究空白的系统综述,[[基于多光谱成像与分光光度法的植物生理特征提取—聚焦狭花柱属植物研究空白的系统综述]],基于多光谱成像与分光光度法的植物生理特征提取-聚焦狭花柱属植物研究空白的系统综述,Plant Phenotyping and Imaging,plant_phenotyping_and_imaging,article,6409,Plant Phenotyping and Imaging; AI for Research; Research Tools and Methods; Life and Health,公众号名称：植物表型资讯 作者名称：PhenoTrait 发布时间：2026-06-30 06:10 原文链接：[https://doi.org/10.3390/agriengineering8050162](https://doi.org/10.3390/agriengineering8050162) ![[llm-wikid/raw/assets/images/a73251a40590f03e106a9bb9c0cc50e2_MD5
llm-wikid\raw\articles\科研\科研工具\高温表型工具\通用颜色面积分析工具 UCAA 发布 - 一张图片，自动统计颜色面积.md,通用颜色面积分析工具 UCAA 发布 - 一张图片，自动统计颜色面积,通用颜色面积分析工具 UCAA 发布 - 一张图片，自动统计颜色面积,[[通用颜色面积分析工具 UCAA 发布 - 一张图片，自动统计颜色面积]],通用颜色面积分析工具-ucaa-发布-一张图片-自动统计颜色面积,Plant Phenotyping and Imaging,plant_phenotyping_and_imaging,article,4029,Plant Phenotyping and Imaging; Research Tools and Methods; Career and Business Ideas,公众号名称：AgriPulse 作者名称：橙君 发布时间：2026-06-30 00:00 ![[llm-wikid/raw/assets/images/5f5f529ee3628e7e98fd8632f8032592_MD5.png||112]] ![[llm-wikid/raw/assets/images/33cb7ca072089c19dcfa2da912c60924_MD5.png||280]] ![[llm-wikid/raw
llm-wikid\raw\articles\科研\植物抗逆\耐旱\树高的增加并不会损害全球最高热带树种的水力系统，也不会导致它们在干旱时比矮树更容易发生水力衰竭或生长停滞。随着树木长高，其木质部解剖结构和叶片生理功能的动态调整，能够完全抵消路径拉长和重力增加带....md,树高的增加并不会损害全球最高热带树种的水力系统，也不会导致它们在干旱时比矮树更容易发生水力衰竭或生长停滞。随着树木长高，其木质部解剖结构和叶片生理功能的动态调整，能够完全抵消路径拉长和重力增加带...,Science重磅封面 | 打破经典认知：树长得越高，真的越怕干旱吗？,[[树高的增加并不会损害全球最高热带树种的水力系统，也不会导致它们在干旱时比矮树更容易发生水力衰竭或生长停滞。随着树木长高，其木质部解剖结构和叶片生理功能的动态调整，能够完全抵消路径拉长和重力增加带...]],树高的增加并不会损害全球最高热带树种的水力系统-也不会导致它们在干旱时比矮树更容易发生水力衰竭或生长停滞-随着树木长高-其木质部解剖结构和叶片生理功能的动态调整,Plant Stress Resilience,plant_stress_resilience,article,4005,Plant Stress Resilience; AI for Research,Science重磅封面 | 打破经典认知：树长得越高，真的越怕干旱吗？ 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzUxMzQzODcwMQ==&mid=2247533480&idx=1&sn=6367745898efd2387ff45f8c3a09d097&chksm=f8a197566ab90b5f2731612d0758838c106ae65146c4b5ffa3c9a0
